nivel;id_inscripcion;genero;municipio;departamento;aprobo;discapacidad;edad;rango;categoria
Profesional;114.499.086;M;Cucuta;Norte de Santander;SI;NO;29;18  A 30;JOVEN
Asistencial;335.153.085;F;Cucuta;Norte de Santander;SI;SI;20;18  A 30;JOVEN
Especialista;533.148.782;M;Bogota;Bogota;SI;NO;18;18  A 30;JOVEN
Profesional;351.412.824;M;Bogota;Bogota;SI;NO;32;31 a 40;ADULTO JOVEN
Tecnico;56.202.716;F;Pasto;Narino;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Profesional;950.537.298;F;Bogota;Bogota;SI;NO;37;31 a 40;ADULTO JOVEN
Profesional;680.209.377;M;Barranquilla;Atlantico;SI;NO;45;41 A 50;ADULTO
Profesional;979.997.428;M;Bogota;Bogota;SI;NO;21;18  A 30;JOVEN
Especialista;983.225.543;M;Bogota;Bogota;SI;NO;37;31 a 40;ADULTO JOVEN
Especialista;115.090.468;M;Quibdo;Choco;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;124.956.170;M;Bogota;Bogota;SI;SI;40;31 a 40;ADULTO JOVEN
Asistencial;529.156.505;M;Bucaramanga;Santander;SI;NO;26;18  A 30;JOVEN
Profesional;948.798.748;M;Bogota;Bogota;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Profesional;708.523.627;F;Bogota;Bogota;SI;NO;44;41 A 50;ADULTO
Profesional;933.673.436;M;Cali;Valle del Cauca;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Profesional;633.600.425;F;Medellin;Antioquia;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Profesional;127.595.396;M;Bogota;Bogota;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Especialista;49.676.625;M;Bogota;Bogota;SI;NO;42;41 A 50;ADULTO
Profesional;178.951.569;M;Bogota;Bogota;SI;NO;40;31 a 40;ADULTO JOVEN
Profesional;799.784.832;F;Bogota;Bogota;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;913.632.758;M;Medellin;Antioquia;SI;NO;40;31 a 40;ADULTO JOVEN
Profesional;406.916.312;F;Medellin;Antioquia;SI;NO;22;18  A 30;JOVEN
Profesional;817.742.020;M;Bucaramanga;Santander;SI;SI;21;18  A 30;JOVEN
Asistencial;414.242.829;M;Pasto;Narino;SI;NO;36;31 a 40;ADULTO JOVEN
Profesional;840.855.809;M;Bogota;Bogota;SI;NO;41;41 A 50;ADULTO
Asistencial;45.248.293;F;Bogota;Bogota;SI;NO;20;18  A 30;JOVEN
Asistencial;301.152.614;M;Cucuta;Norte de Santander;SI;NO;41;41 A 50;ADULTO
Profesional;884.577.712;F;Popayan;Cauca;SI;NO;47;41 A 50;ADULTO
Especialista;795.539.090;M;Bogota;Bogota;SI;NO;30;18  A 30;JOVEN
Especialista;62.805.371;M;Bogota;Bogota;SI;NO;19;18  A 30;JOVEN
Asistencial;896.086.463;F;Armenia;Quindio;SI;NO;49;41 A 50;ADULTO
Asistencial;376.769.600;M;Medellin;Antioquia;SI;NO;27;18  A 30;JOVEN
Tecnico;832.308.364;M;Barranquilla;Atlantico;SI;NO;49;41 A 50;ADULTO
Profesional;876.299.011;F;Santa Marta;Magdalena;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Profesional;595.658.561;M;Bogota;Bogota;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Tecnico;586.191.491;M;Cali;Valle del Cauca;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Profesional;109.560.959;M;Bucaramanga;Santander;SI;NO;46;41 A 50;ADULTO
Asistencial;435.062.206;F;Cucuta;Norte de Santander;SI;SI;26;18  A 30;JOVEN
Tecnico;761.477.003;F;Santa Marta;Magdalena;SI;NO;29;18  A 30;JOVEN
Especialista;208.731.108;M;Bogota;Bogota;SI;NO;27;18  A 30;JOVEN
Profesional;9.343.804;M;Bogota;Bogota;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Tecnico;141.104.724;F;Cucuta;Norte de Santander;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Especialista;549.085.379;M;Bogota;Bogota;SI;NO;46;41 A 50;ADULTO
Asistencial;498.752.276;M;Cucuta;Norte de Santander;SI;NO;34;31 a 40;ADULTO JOVEN
Profesional;974.361.794;F;Cucuta;Norte de Santander;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Profesional;232.718.610;F;Bogota;Bogota;SI;NO;32;31 a 40;ADULTO JOVEN
Tecnico;767.131.188;M;Monteria;Cordoba;SI;NO;45;41 A 50;ADULTO
Asistencial;787.204.084;M;Armenia;Quindio;SI;NO;38;31 a 40;ADULTO JOVEN
Asistencial;133.747.374;F;Bogota;Bogota;SI;NO;20;18  A 30;JOVEN
Profesional;693.344.796;F;Cali;Valle del Cauca;SI;NO;21;18  A 30;JOVEN
Profesional;390.074.020;M;Bogota;Bogota;SI;NO;50;41 A 50;ADULTO
Profesional;285.432.913;M;Bucaramanga;Santander;SI;NO;22;18  A 30;JOVEN
Asistencial;305.659.848;M;Barranquilla;Atlantico;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;714.717.773;M;Bogota;Bogota;SI;NO;39;31 a 40;ADULTO JOVEN
Profesional;623.926.152;M;Sincelejo;Sucre;SI;NO;30;18  A 30;JOVEN
Profesional;557.371.091;M;Bogota;Bogota;SI;NO;21;18  A 30;JOVEN
Profesional;182.816.140;F;Cali;Valle del Cauca;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Especialista;459.294.412;M;Bogota;Bogota;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;816.421.747;M;Bogota;Bogota;SI;NO;39;31 a 40;ADULTO JOVEN
Asistencial;632.486.357;M;Medellin;Antioquia;SI;NO;25;18  A 30;JOVEN
Profesional;669.623.773;M;Medellin;Antioquia;SI;NO;20;18  A 30;JOVEN
Asistencial;907.859.731;M;Santa Marta;Magdalena;SI;NO;31;31 a 40;ADULTO JOVEN
Asistencial;8.271.947;F;Cali;Valle del Cauca;SI;NO;42;41 A 50;ADULTO
Tecnico;85.433.330;F;Villavicencio;Meta;SI;NO;22;18  A 30;JOVEN
Tecnico;320.528.315;F;Ibague;Tolima;SI;NO;32;31 a 40;ADULTO JOVEN
Especialista;707.723.601;F;Bogota;Bogota;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;179.937.416;M;Monteria;Cordoba;SI;NO;41;41 A 50;ADULTO
Profesional;956.507.070;F;Bogota;Bogota;SI;NO;37;31 a 40;ADULTO JOVEN
Profesional;105.585.218;M;Bogota;Bogota;SI;NO;30;18  A 30;JOVEN
Tecnico;161.939.221;F;Cartagena De Indias;Bolivar;SI;NO;37;31 a 40;ADULTO JOVEN
Asistencial;475.640.743;M;Barranquilla;Atlantico;SI;NO;35;31 a 40;ADULTO JOVEN
Asistencial;516.355.464;F;Quibdo;Choco;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Tecnico;659.442.164;M;Bogota;Bogota;SI;NO;42;41 A 50;ADULTO
Profesional;318.298.350;M;Santa Marta;Magdalena;SI;NO;21;18  A 30;JOVEN
Asistencial;1.903.743;M;Bogota;Bogota;SI;NO;29;18  A 30;JOVEN
Tecnico;14.289.083;M;Bogota;Bogota;SI;NO;38;31 a 40;ADULTO JOVEN
Tecnico;586.149.712;F;Pasto;Narino;SI;NO;35;31 a 40;ADULTO JOVEN
Profesional;31.524.911;M;Bogota;Bogota;SI;NO;36;31 a 40;ADULTO JOVEN
Tecnico;319.728.223;M;Cali;Valle del Cauca;SI;NO;19;18  A 30;JOVEN
Profesional;808.723.327;M;Bogota;Bogota;SI;NO;24;18  A 30;JOVEN
Profesional;599.899.809;F;Bogota;Bogota;SI;NO;42;41 A 50;ADULTO
Profesional;408.570.844;F;Pereira;Risaralda;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Profesional;972.974.636;M;Cartagena De Indias;Bolivar;SI;NO;42;41 A 50;ADULTO
Profesional;932.337.859;F;Barranquilla;Atlantico;SI;NO;48;41 A 50;ADULTO
Profesional;755.003.239;M;Bogota;Bogota;SI;NO;34;31 a 40;ADULTO JOVEN
Asistencial;600.614.320;M;Cucuta;Norte de Santander;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Especialista;252.508.476;M;Bogota;Bogota;SI;NO;34;31 a 40;ADULTO JOVEN
Profesional;778.857.434;M;Cartagena De Indias;Bolivar;SI;NO;50;41 A 50;ADULTO
Profesional;281.150.641;M;Ibague;Tolima;SI;NO;21;18  A 30;JOVEN
Profesional;672.363.044;M;Cucuta;Norte de Santander;SI;NO;42;41 A 50;ADULTO
Profesional;972.862.441;F;Bogota;Bogota;SI;NO;47;41 A 50;ADULTO
Asistencial;591.635.522;F;Bogota;Bogota;SI;NO;29;18  A 30;JOVEN
Profesional;708.613.480;F;Bogota;Bogota;SI;NO;28;18  A 30;JOVEN
Tecnico;165.838.161;M;Cucuta;Norte de Santander;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;24.520.404;M;Cali;Valle del Cauca;SI;NO;49;41 A 50;ADULTO
Especialista;723.078.599;M;Medellin;Antioquia;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Profesional;524.986.719;F;Popayan;Cauca;SI;NO;35;31 a 40;ADULTO JOVEN
Especialista;873.287.804;F;Bogota;Bogota;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Tecnico;981.986.491;F;Medellin;Antioquia;SI;NO;20;18  A 30;JOVEN
Profesional;403.162.461;F;Bogota;Bogota;SI;NO;40;31 a 40;ADULTO JOVEN
Asistencial;254.460.005;F;Bogota;Bogota;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Profesional;837.171.857;M;Cucuta;Norte de Santander;SI;NO;34;31 a 40;ADULTO JOVEN
Profesional;366.625.858;M;Santa Marta;Magdalena;SI;NO;27;18  A 30;JOVEN
Profesional;922.702.856;M;Bogota;Bogota;SI;NO;50;41 A 50;ADULTO
Especialista;47.739.641;M;Bogota;Bogota;SI;NO;50;41 A 50;ADULTO
Profesional;954.666.309;M;Bogota;Bogota;SI;NO;29;18  A 30;JOVEN
Especialista;849.950.291;M;Bogota;Bogota;SI;NO;37;31 a 40;ADULTO JOVEN
Especialista;170.902.417;M;Cali;Valle del Cauca;SI;NO;18;18  A 30;JOVEN
Asistencial;963.606.966;F;Medellin;Antioquia;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Especialista;203.371.971;F;Bogota;Bogota;SI;NO;43;41 A 50;ADULTO
Profesional;88.217.218;M;Bucaramanga;Santander;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Profesional;845.584.302;M;Bogota;Bogota;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;41.938.610;F;Ibague;Tolima;SI;NO;30;18  A 30;JOVEN
Profesional;724.219.927;F;Bogota;Bogota;SI;NO;44;41 A 50;ADULTO
Profesional;98.871.211;M;Barranquilla;Atlantico;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;572.230.040;F;Cucuta;Norte de Santander;SI;NO;25;18  A 30;JOVEN
Asistencial;171.625.030;F;Cali;Valle del Cauca;SI;NO;21;18  A 30;JOVEN
Asistencial;287.014.155;M;Ibague;Tolima;SI;SI;49;41 A 50;ADULTO
Especialista;73.812.408;M;Barranquilla;Atlantico;SI;NO;45;41 A 50;ADULTO
Asistencial;516.368.864;F;Cali;Valle del Cauca;SI;NO;44;41 A 50;ADULTO
Profesional;267.552.534;M;Bucaramanga;Santander;SI;NO;23;18  A 30;JOVEN
Asistencial;469.580.027;F;Bogota;Bogota;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Tecnico;393.682.129;M;Cartagena De Indias;Bolivar;SI;NO;18;18  A 30;JOVEN
Profesional;843.977.048;F;Bogota;Bogota;SI;NO;39;31 a 40;ADULTO JOVEN
Profesional;80.880.859;M;Bogota;Bogota;SI;NO;37;31 a 40;ADULTO JOVEN
Tecnico;160.917.984;M;Bucaramanga;Santander;SI;NO;41;41 A 50;ADULTO
Profesional;431.991.757;F;Bogota;Bogota;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;970.691.821;F;Bogota;Bogota;SI;NO;32;31 a 40;ADULTO JOVEN
Profesional;509.271.704;F;Bogota;Bogota;SI;NO;33;31 a 40;ADULTO JOVEN
Profesional;642.850.970;M;Bogota;Bogota;SI;NO;37;31 a 40;ADULTO JOVEN
Asistencial;526.625.667;F;Bogota;Bogota;SI;NO;35;31 a 40;ADULTO JOVEN
Profesional;469.846.178;F;Bogota;Bogota;SI;NO;20;18  A 30;JOVEN
Profesional;89.490.289;M;Bogota;Bogota;SI;NO;29;18  A 30;JOVEN
Asistencial;355.732.792;M;Santa Marta;Magdalena;SI;NO;19;18  A 30;JOVEN
Profesional;96.505.809;M;Villavicencio;Meta;SI;NO;20;18  A 30;JOVEN
Asistencial;446.627.202;M;Cali;Valle del Cauca;SI;NO;23;18  A 30;JOVEN
Asistencial;409.575.220;F;Bogota;Bogota;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;267.529.800;F;Bogota;Bogota;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Tecnico;755.918.060;M;Bogota;Bogota;SI;NO;37;31 a 40;ADULTO JOVEN
Profesional;253.467.881;F;Bucaramanga;Santander;SI;SI;22;18  A 30;JOVEN
Tecnico;665.385.446;F;Bogota;Bogota;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Profesional;771.737.901;M;Barranquilla;Atlantico;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Profesional;686.446.918;M;Barranquilla;Atlantico;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;862.043.432;M;Florencia;Caqueta;SI;NO;44;41 A 50;ADULTO
Especialista;208.581.800;M;Barranquilla;Atlantico;SI;NO;24;18  A 30;JOVEN
Profesional;713.780.531;F;Cali;Valle del Cauca;SI;NO;33;31 a 40;ADULTO JOVEN
Asistencial;13.533.971;F;Cali;Valle del Cauca;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Tecnico;173.506.969;M;Popayan;Cauca;SI;NO;26;18  A 30;JOVEN
Asistencial;840.099.300;F;Monteria;Cordoba;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Profesional;291.605.569;M;Medellin;Antioquia;SI;NO;28;18  A 30;JOVEN
Asistencial;785.851.033;F;Sincelejo;Sucre;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Profesional;889.858.461;M;Bogota;Bogota;SI;NO;45;41 A 50;ADULTO
Asistencial;206.934.793;F;Cali;Valle del Cauca;SI;NO;21;18  A 30;JOVEN
Especialista;451.783.118;F;Bogota;Bogota;SI;NO;45;41 A 50;ADULTO
Profesional;130.366.332;M;Bogota;Bogota;SI;NO;43;41 A 50;ADULTO
Asistencial;442.940.789;F;Sincelejo;Sucre;SI;NO;25;18  A 30;JOVEN
Asistencial;3.378.907;F;Medellin;Antioquia;SI;NO;19;18  A 30;JOVEN
Profesional;101.108.861;M;Bogota;Bogota;SI;NO;28;18  A 30;JOVEN
Especialista;223.982.566;F;Barranquilla;Atlantico;SI;NO;31;31 a 40;ADULTO JOVEN
Profesional;67.066.267;M;Pereira;Risaralda;SI;NO;50;41 A 50;ADULTO
Profesional;431.007.680;M;Bogota;Bogota;SI;NO;45;41 A 50;ADULTO
Profesional;413.647.351;M;Cali;Valle del Cauca;SI;NO;22;18  A 30;JOVEN
Tecnico;667.218.394;M;Cucuta;Norte de Santander;SI;NO;34;31 a 40;ADULTO JOVEN
Profesional;66.085.327;M;Medellin;Antioquia;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Tecnico;939.426.029;M;Bucaramanga;Santander;SI;NO;31;31 a 40;ADULTO JOVEN
Profesional;360.610.778;F;Cali;Valle del Cauca;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Profesional;99.846.755;M;Bogota;Bogota;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Profesional;482.433.331;F;Bucaramanga;Santander;SI;NO;35;31 a 40;ADULTO JOVEN
Profesional;19.157.883;M;Cali;Valle del Cauca;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Especialista;194.231.469;M;Bogota;Bogota;SI;NO;30;18  A 30;JOVEN
Asistencial;319.578.262;F;Pasto;Narino;SI;NO;41;41 A 50;ADULTO
Asistencial;815.334.039;F;Yopal;Casanare;SI;NO;41;41 A 50;ADULTO
Profesional;869.028.653;M;Villavicencio;Meta;SI;NO;22;18  A 30;JOVEN
Especialista;781.847.456;M;Bogota;Bogota;SI;NO;49;41 A 50;ADULTO
Especialista;74.959.323;F;Bogota;Bogota;SI;NO;60;51 EN ADELANTE;ADULTO MAYOR
Especialista;687.677.922;M;Cartagena De Indias;Bolivar;SI;NO;37;31 a 40;ADULTO JOVEN
Profesional;207.856.116;F;Bogota;Bogota;SI;NO;40;31 a 40;ADULTO JOVEN
Especialista;883.908.010;F;Monteria;Cordoba;SI;NO;41;41 A 50;ADULTO
Profesional;242.596.488;M;Villavicencio;Meta;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Especialista;541.562.936;M;Bogota;Bogota;SI;NO;25;18  A 30;JOVEN
Profesional;153.352.739;M;Bucaramanga;Santander;SI;SI;29;18  A 30;JOVEN
Asistencial;536.515.231;M;Cali;Valle del Cauca;SI;NO;44;41 A 50;ADULTO
Profesional;359.822.186;M;Bogota;Bogota;SI;NO;27;18  A 30;JOVEN
Asistencial;821.701.153;F;Bogota;Bogota;SI;NO;34;31 a 40;ADULTO JOVEN
Profesional;748.218.978;M;Bogota;Bogota;SI;NO;29;18  A 30;JOVEN
Asistencial;214.093.343;M;Pasto;Narino;SI;NO;40;31 a 40;ADULTO JOVEN
Asistencial;463.144.459;F;San Andres;San Andres y Providencia;SI;NO;40;31 a 40;ADULTO JOVEN
Asistencial;228.595.570;F;Bogota;Bogota;SI;NO;23;18  A 30;JOVEN
Especialista;296.920.297;F;Bogota;Bogota;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;232.556.221;M;Ibague;Tolima;SI;NO;33;31 a 40;ADULTO JOVEN
Profesional;467.252.968;M;Bogota;Bogota;SI;SI;37;31 a 40;ADULTO JOVEN
Profesional;987.221.590;M;Bogota;Bogota;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Especialista;19.577.582;M;Bogota;Bogota;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;822.383.399;M;Bucaramanga;Santander;SI;NO;39;31 a 40;ADULTO JOVEN
Asistencial;576.752.121;M;Bogota;Bogota;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Tecnico;13.637.476;F;Barranquilla;Atlantico;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Profesional;736.886.873;F;Bogota;Bogota;SI;NO;48;41 A 50;ADULTO
Profesional;436.202.729;F;Bogota;Bogota;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;343.825.410;M;Bucaramanga;Santander;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Especialista;881.362.482;M;Ibague;Tolima;SI;NO;36;31 a 40;ADULTO JOVEN
Profesional;470.463.963;F;Medellin;Antioquia;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Profesional;469.413.731;M;Bogota;Bogota;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Asistencial;206.749.157;F;Bogota;Bogota;SI;NO;37;31 a 40;ADULTO JOVEN
Profesional;940.785.287;M;Sincelejo;Sucre;SI;NO;48;41 A 50;ADULTO
Tecnico;469.512.578;F;Bogota;Bogota;SI;NO;38;31 a 40;ADULTO JOVEN
Profesional;166.703.733;F;Bogota;Bogota;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;853.735.881;M;Bogota;Bogota;SI;SI;35;31 a 40;ADULTO JOVEN
Especialista;148.673.991;M;Bucaramanga;Santander;SI;NO;35;31 a 40;ADULTO JOVEN
Asistencial;860.068.093;M;Valledupar;Cesar;SI;NO;43;41 A 50;ADULTO
Especialista;819.986.232;M;Bogota;Bogota;SI;NO;40;31 a 40;ADULTO JOVEN
Asistencial;840.523.101;F;Bogota;Bogota;SI;NO;24;18  A 30;JOVEN
Asistencial;18.775.726;M;Bogota;Bogota;SI;NO;47;41 A 50;ADULTO
Asistencial;972.032.179;M;Cali;Valle del Cauca;SI;NO;39;31 a 40;ADULTO JOVEN
Profesional;552.302.003;F;Bogota;Bogota;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Profesional;603.830.224;M;Bogota;Bogota;SI;NO;29;18  A 30;JOVEN
Asistencial;42.773.778;F;Neiva;Huila;SI;NO;32;31 a 40;ADULTO JOVEN
Profesional;379.613.055;F;Cali;Valle del Cauca;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Profesional;15.131.067;M;Medellin;Antioquia;SI;NO;18;18  A 30;JOVEN
Profesional;767.503.160;F;Barranquilla;Atlantico;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;480.685.834;F;Bogota;Bogota;SI;NO;22;18  A 30;JOVEN
Profesional;505.009.198;F;Medellin;Antioquia;SI;NO;44;41 A 50;ADULTO
Profesional;392.693.035;M;Bogota;Bogota;SI;NO;36;31 a 40;ADULTO JOVEN
Especialista;142.830.160;F;Ibague;Tolima;SI;NO;34;31 a 40;ADULTO JOVEN
Tecnico;524.844.623;M;Bogota;Bogota;SI;NO;25;18  A 30;JOVEN
Profesional;208.601.216;M;Bogota;Bogota;SI;NO;48;41 A 50;ADULTO
Asistencial;81.224.425;M;San Andres;San Andres y Providencia;SI;NO;48;41 A 50;ADULTO
Especialista;86.881.599;M;Bogota;Bogota;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Tecnico;389.669.817;F;Pereira;Risaralda;SI;NO;24;18  A 30;JOVEN
Tecnico;484.682.444;M;Florencia;Caqueta;SI;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;454.604.165;M;Bucaramanga;Santander;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Profesional;648.641.612;M;Yopal;Casanare;SI;NO;28;18  A 30;JOVEN
Profesional;73.186.884;F;Bogota;Bogota;SI;NO;45;41 A 50;ADULTO
Asistencial;826.128.641;F;Armenia;Quindio;SI;NO;19;18  A 30;JOVEN
Profesional;607.232.891;F;Bogota;Bogota;SI;NO;53;51 EN ADELANTE;ADULTO MAYOR
Especialista;764.806.167;M;Bogota;Bogota;SI;NO;38;31 a 40;ADULTO JOVEN
Profesional;19.286.317;M;Medellin;Antioquia;SI;NO;42;41 A 50;ADULTO
Especialista;314.768.067;M;Bogota;Bogota;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;983.364.410;F;Cali;Valle del Cauca;SI;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;146.332.339;F;Cartagena De Indias;Bolivar;SI;NO;38;31 a 40;ADULTO JOVEN
Profesional;403.779.336;M;Bogota;Bogota;SI;NO;42;41 A 50;ADULTO
Asistencial;82.924.417;F;Quibdo;Choco;SI;NO;21;18  A 30;JOVEN
Asistencial;806.132.387;F;Bogota;Bogota;SI;NO;20;18  A 30;JOVEN
Tecnico;270.286.073;M;Bogota;Bogota;SI;NO;26;18  A 30;JOVEN
Especialista;565.205.062;M;Bogota;Bogota;SI;NO;44;41 A 50;ADULTO
Asistencial;761.134.377;M;Bogota;Bogota;SI;NO;45;41 A 50;ADULTO
Profesional;163.114.590;F;Medellin;Antioquia;SI;NO;39;31 a 40;ADULTO JOVEN
Profesional;441.820.618;F;Bogota;Bogota;SI;NO;25;18  A 30;JOVEN
Especialista;434.935.232;M;Sincelejo;Sucre;SI;NO;22;18  A 30;JOVEN
Profesional;949.605.436;M;Bogota;Bogota;SI;NO;20;18  A 30;JOVEN
Asistencial;696.116.492;M;Armenia;Quindio;SI;NO;40;31 a 40;ADULTO JOVEN
Tecnico;332.068.088;M;Barranquilla;Atlantico;SI;NO;20;18  A 30;JOVEN
Profesional;936.730.585;M;Sincelejo;Sucre;SI;NO;40;31 a 40;ADULTO JOVEN
Profesional;369.246.003;F;Bogota;Bogota;SI;NO;37;31 a 40;ADULTO JOVEN
Tecnico;527.621.764;F;Medellin;Antioquia;SI;NO;57;51 EN ADELANTE;ADULTO MAYOR
Especialista;448.221.684;F;Bogota;Bogota;SI;NO;43;41 A 50;ADULTO
Profesional;550.428.734;F;Bogota;Bogota;SI;NO;34;31 a 40;ADULTO JOVEN
Profesional;51.966.532;M;Ibague;Tolima;SI;NO;30;18  A 30;JOVEN
Tecnico;104.468.856;M;Pereira;Risaralda;SI;NO;30;18  A 30;JOVEN
Asistencial;665.226.883;F;Barranquilla;Atlantico;SI;NO;34;31 a 40;ADULTO JOVEN
Profesional;36.825.590;M;Sincelejo;Sucre;SI;NO;43;41 A 50;ADULTO
Asistencial;823.991.571;M;Armenia;Quindio;SI;NO;34;31 a 40;ADULTO JOVEN
Asistencial;601.166.423;M;Bucaramanga;Santander;SI;NO;21;18  A 30;JOVEN
Asistencial;188.939.643;M;Medellin;Antioquia;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Profesional;493.385.298;F;Medellin;Antioquia;SI;NO;49;41 A 50;ADULTO
Asistencial;193.630.523;M;Santa Marta;Magdalena;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Tecnico;890.899.249;F;Medellin;Antioquia;SI;NO;33;31 a 40;ADULTO JOVEN
Especialista;863.126.158;M;Bogota;Bogota;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;273.510.081;M;Bogota;Bogota;SI;NO;33;31 a 40;ADULTO JOVEN
Profesional;170.755.099;F;Santa Marta;Magdalena;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;553.048.556;F;Bogota;Bogota;SI;SI;32;31 a 40;ADULTO JOVEN
Tecnico;434.640.766;M;Cartagena De Indias;Bolivar;SI;NO;58;51 EN ADELANTE;ADULTO MAYOR
Especialista;561.843.244;M;Medellin;Antioquia;SI;NO;19;18  A 30;JOVEN
Asistencial;560.719.988;F;Bogota;Bogota;SI;NO;23;18  A 30;JOVEN
Especialista;891.981.920;M;Bogota;Bogota;SI;NO;46;41 A 50;ADULTO
Asistencial;496.378.533;F;Bogota;Bogota;SI;NO;20;18  A 30;JOVEN
Profesional;647.524.483;F;Cucuta;Norte de Santander;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Asistencial;839.320.518;F;Bogota;Bogota;SI;NO;31;31 a 40;ADULTO JOVEN
Profesional;31.838.593;M;Bogota;Bogota;SI;NO;25;18  A 30;JOVEN
Asistencial;769.621.026;F;Monteria;Cordoba;SI;NO;47;41 A 50;ADULTO
Asistencial;460.927.877;F;Medellin;Antioquia;SI;NO;32;31 a 40;ADULTO JOVEN
Profesional;889.421.597;F;Cartagena De Indias;Bolivar;SI;NO;40;31 a 40;ADULTO JOVEN
Profesional;455.067.042;F;Bogota;Bogota;SI;NO;42;41 A 50;ADULTO
Profesional;976.397.103;F;Bogota;Bogota;SI;NO;38;31 a 40;ADULTO JOVEN
Profesional;409.692.033;M;Bogota;Bogota;SI;NO;39;31 a 40;ADULTO JOVEN
Asistencial;659.421.453;M;Pasto;Narino;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Profesional;613.785.477;F;Cucuta;Norte de Santander;SI;NO;21;18  A 30;JOVEN
Profesional;317.593.547;M;Medellin;Antioquia;SI;NO;37;31 a 40;ADULTO JOVEN
Tecnico;788.020.891;M;Sincelejo;Sucre;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
